,chain1,chain2,chain3,chain4,Mean_lnE_k1,Err_lnE_k1,delta_lnE_k1,PriorVol,ndim,N_read,N_used
base_mnu,-5673.95177235,-5674.14894076,-5674.06269314,-5673.90922207,-5674.01815708,0.054284436092,0.0,2.8205291,7,"3042,3022,3019,3026,","3042,3022,3019,3026,"
base_nnu_meffsterile,-5676.07112657,-5676.17171129,-5675.99745792,-5676.10190833,-5676.08555103,0.0361243369168,-2.06739395094,11.7683756168,8,"7229,7290,7247,7341,","7229,7290,7247,7341,"
