,chain1,chain2,chain3,chain4,Mean_lnE_k1,Err_lnE_k1,delta_lnE_k1,PriorVol,ndim,N_read,N_used
base_nnu_mnu,-6030.09049564,-6030.21184892,-6030.13821045,-6030.06051522,-6030.12526756,0.032997223524,-1.67215823683,28.064264545,8,"3488,3554,3510,3472,","3488,3554,3510,3472,"
base_nnu_yhe,-6028.35698081,-6028.52599451,-6028.47993947,-6028.4495225,-6028.45310932,0.0356904094717,0.0,2.2451411636,8,"6292,6235,6243,6296,","6292,6235,6243,6296,"
