,chain1,chain2,chain3,chain4,Mean_lnE_k1,Err_lnE_k1,delta_lnE_k1,PriorVol,ndim,N_read,N_used
base_nnu_mnu,-6872.83978142,-6872.73161668,-6872.7458363,-6872.7206924,-6872.7594817,0.0272569738494,-1.62010582293,28.064264545,8,"4346,4325,4294,4280,","4346,4325,4294,4280,"
base_nnu_yhe,-6870.97317999,-6871.31145834,-6871.06667671,-6871.20618848,-6871.13937588,0.0747119681066,0.0,2.2451411636,8,"3755,3731,3738,3714,","3755,3731,3738,3714,"
