,chain1,chain2,chain3,chain4,Mean_lnE_k1,Err_lnE_k1,delta_lnE_k1,PriorVol,ndim,N_read,N_used
base_mnu,-5679.8121738,-5679.68905385,-5679.6296331,-5679.73685223,-5679.71692825,0.0385855168089,0.0,2.8205291,7,"2882,2876,2877,2873,","2882,2876,2877,2873,"
base_nnu_meffsterile,-5681.42491911,-5681.55275486,-5681.59410129,-5681.51094031,-5681.52067889,0.0361530213628,-1.80375064561,11.7683756168,8,"7095,7049,7087,7073,","7095,7049,7087,7073,"
