,AllChains,delta_lnE_k1,PriorVol,ndim,N_read,N_used
base_mnu,-5679.6937124,0.0,2.8205291,7,"11508,","11508,"
base_nnu_meffsterile,-5681.47491688,-1.78120448006,11.7683756168,8,"28304,","28304,"
