,AllChains,delta_lnE_k1,PriorVol,ndim,N_read,N_used
base_omegak,-5680.3723278,-1.55076342104,0.338463492,7,"7594,","7594,"
base_nnu,-5678.82156438,0.0,5.612852909,7,"8842,","8842,"
base_w,-5679.10982095,-0.288256567454,2.25642328,7,"10042,","10042,"
base_w_wa,-5679.20816373,-0.386599353166,11.2821164,8,"11004,","11004,"
